date_id,date_id,Biomass,Grid emission factor,Hard Coal,Hydro,Lignite,Natural Gas,Nuclear,Other,Pumped storage generation,Solar,Conventional,Total electricity demand,Total grid emissions,Wind offshore,Wind onshore,Total Renewables,Total Conventional,Renewable share,Conventional share
2023-08-01T00:00:00,2023-08-01T00:00:00,4.315,249.338,1.31,2.128,3.871,5.177,0,2.454,0.419,0,13.231,43.673,9744.892,1.08,19.13,26.653,13.231,66.82629626,33.17370374
2023-08-01T01:00:00,2023-08-01T01:00:00,4.295,250.02,1.31,2.164,3.87,5.122,0,2.398,0.26,0,12.96,42.567,9624.365,1.034,18.863,26.356,12.96,67.03632109,32.96367891
2023-08-01T02:00:00,2023-08-01T02:00:00,4.262,256.279,1.314,2.131,3.846,5.094,0,2.394,0.198,0,12.847,43.801,9581.077,1.01,17.972,25.375,12.846,66.39020434,33.60979566
2023-08-01T03:00:00,2023-08-01T03:00:00,4.257,258.796,1.326,2.02,3.853,5.109,0,2.393,0.208,0,12.889,43.749,9605.164,0.97,17.815,25.062,12.889,66.03778557,33.96221443
2023-08-01T04:00:00,2023-08-01T04:00:00,4.272,261.895,1.329,2.023,3.999,5.084,0,2.388,0.108,0,12.907,45.05,9742.22,1.64,17.203,25.138,12.908,66.0726489,33.9273511
2023-08-01T05:00:00,2023-08-01T05:00:00,4.301,266.662,1.382,2.064,4.484,5.188,0,2.362,0.258,0.018,13.675,47.378,10325.408,2.198,17.263,25.844,13.674,65.39804646,34.60195354
2023-08-01T06:00:00,2023-08-01T06:00:00,4.458,263.806,1.475,2.102,4.879,5.305,0,2.363,0.365,0.377,14.387,52.65,10892.127,2.658,18.052,27.647,14.387,65.77294571,34.22705429
2023-08-01T07:00:00,2023-08-01T07:00:00,4.601,254.317,1.691,2.251,4.946,5.462,0,2.395,1.183,1.602,15.677,56.395,11280.167,2.83,18.064,29.348,15.677,65.1815658,34.8184342
2023-08-01T08:00:00,2023-08-01T08:00:00,4.596,248.636,2.323,2.263,4.726,5.472,0,2.395,1.88,3.688,16.797,59.16,11588.825,2.66,17.264,30.471,16.796,64.46569488,35.53430512
2023-08-01T09:00:00,2023-08-01T09:00:00,4.482,245.197,2.704,2.145,4.559,5.59,0,2.504,0.459,6.98,15.815,61.847,11860.1,2.527,17.03,33.164,15.816,67.70926909,32.29073091
2023-08-01T10:00:00,2023-08-01T10:00:00,4.407,223.683,2.762,2.183,4.347,5.719,0,2.704,0.409,11.574,15.94,64.023,11896.39,2.323,17.309,37.796,15.941,70.33515083,29.66484917
2023-08-01T11:00:00,2023-08-01T11:00:00,4.391,200.151,2.619,2.184,4.163,5.923,0,2.671,0.125,16.082,15.501,66.89,11678.978,2.164,18.497,43.318,15.501,73.64627076,26.35372924
2023-08-01T12:00:00,2023-08-01T12:00:00,4.28,184.238,2.733,2.253,4.045,5.786,0,2.506,0.168,19.238,15.239,67.251,11484.502,2.05,19.797,47.618,15.238,75.7572865,24.2427135
2023-08-01T13:00:00,2023-08-01T13:00:00,4.229,175.206,2.823,2.269,4.065,5.519,0,2.516,0.044,22.184,14.967,67.421,11450.125,2.551,19.785,51.018,14.967,77.31757218,22.68242782
2023-08-01T14:00:00,2023-08-01T14:00:00,4.23,168.914,2.822,2.304,4.031,5.466,0,2.791,0.034,24.038,15.143,66.876,11560.05,3.092,20.283,53.947,15.144,78.08108147,21.91891853
2023-08-01T15:00:00,2023-08-01T15:00:00,4.252,164.233,2.642,2.283,4.027,5.341,0,2.724,0.073,24.119,14.806,66.141,11299.41,3.371,20.679,54.704,14.807,78.69833552,21.30166448
2023-08-01T16:00:00,2023-08-01T16:00:00,4.306,167.038,2.555,2.269,3.999,5.294,0,2.462,0.028,21.183,14.338,63.649,11015.955,3.519,21.064,52.341,14.338,78.49697806,21.50302194
2023-08-01T17:00:00,2023-08-01T17:00:00,4.387,175.696,2.683,2.345,3.774,5.312,0,2.47,0.036,16.338,14.274,62.392,10902.707,3.449,21.98,48.499,14.275,77.2596935,22.7403065
2023-08-01T18:00:00,2023-08-01T18:00:00,4.517,192.53,2.293,2.313,3.778,5.58,0,2.48,0.251,10.013,14.382,59.426,10734.363,3.365,21.776,41.984,14.382,74.48461839,25.51538161
2023-08-01T19:00:00,2023-08-01T19:00:00,4.634,224.114,2.413,2.353,3.785,5.747,0,2.479,1.144,4.347,15.568,56.594,10932.862,3.081,19.336,33.751,15.568,68.43407206,31.56592794
2023-08-01T20:00:00,2023-08-01T20:00:00,4.712,252.334,2.498,2.443,3.939,5.836,0,2.479,2.098,0.831,16.851,53.554,11218.849,2.477,17.64,28.103,16.85,62.51640602,37.48359398
2023-08-01T21:00:00,2023-08-01T21:00:00,4.706,252.272,2.423,2.382,3.789,5.834,0,2.482,2.108,0.006,16.636,52.057,10995.784,2.565,17.791,27.45,16.636,62.26466452,37.73533548
2023-08-01T22:00:00,2023-08-01T22:00:00,4.61,250.629,2.218,2.45,3.482,5.762,0,2.481,1.219,0,15.162,48.969,10450.075,2.012,17.989,27.061,15.162,64.09066149,35.90933851
2023-08-01T23:00:00,2023-08-01T23:00:00,4.496,253.619,1.95,2.37,3.725,5.633,0,2.463,0.517,0,14.289,46.955,10385.935,1.699,18.685,27.25,14.288,65.60258077,34.39741923
2023-08-02T00:00:00,2023-08-02T00:00:00,4.335,253.981,1.673,2.382,3.651,5.429,0,2.476,0.182,0,13.411,45.893,9979.193,1.634,18.207,26.558,13.411,66.44649603,33.55350397
2023-08-02T01:00:00,2023-08-02T01:00:00,4.285,255.885,1.552,2.45,3.599,5.337,0,2.45,0.062,0,13,44.234,9730.492,1.423,17.582,25.74,13,66.44295302,33.55704698
2023-08-02T02:00:00,2023-08-02T02:00:00,4.266,267.723,1.559,2.443,3.593,5.437,0,2.441,0.008,0,13.037,44.952,9768.249,1.204,16.207,24.12,13.038,64.91199742,35.08800258
2023-08-02T03:00:00,2023-08-02T03:00:00,4.251,279.513,1.704,2.457,3.61,5.752,0,2.441,0.003,0,13.511,45.715,10082.843,1.178,15.212,23.098,13.51,63.09549825,36.90450175
2023-08-02T04:00:00,2023-08-02T04:00:00,4.277,300.414,1.873,2.51,3.938,6.069,0,2.436,0.108,0,14.425,45.925,10741.494,1.086,13.854,21.727,14.424,60.10068878,39.89931122
2023-08-02T05:00:00,2023-08-02T05:00:00,4.346,316.096,1.916,2.482,4.333,6.52,0,2.441,0.296,0.038,15.507,47.621,11453.169,1.061,13.006,20.933,15.506,57.44669173,42.55330827
2023-08-02T06:00:00,2023-08-02T06:00:00,4.538,317.794,2.039,2.544,5.114,6.84,0,2.453,1.387,1.141,17.833,52.92,12587.846,1.102,12.519,21.844,17.833,55.05456562,44.94543438
2023-08-02T07:00:00,2023-08-02T07:00:00,4.644,305.078,2.294,2.433,5.276,6.848,0,2.452,2.164,3.984,19.034,56.935,12983.187,1.238,11.292,23.591,19.034,55.34545455,44.65454545
2023-08-02T08:00:00,2023-08-02T08:00:00,4.664,284.18,2.532,2.438,5.232,6.815,0,2.472,1.705,7.393,18.757,60.866,13152.016,1.597,11.509,27.601,18.756,59.54009103,40.45990897
2023-08-02T09:00:00,2023-08-02T09:00:00,4.577,251.671,2.462,2.458,4.54,6.78,0,2.602,1.381,10.444,17.766,62.298,12425.02,1.81,12.41,31.699,17.765,64.0849911,35.9150089
2023-08-02T10:00:00,2023-08-02T10:00:00,4.447,215.618,2.491,2.467,3.804,5.879,0,2.614,0.874,13.119,15.662,64.081,11169.777,2.041,14.54,36.614,15.662,70.03978881,29.96021119
2023-08-02T11:00:00,2023-08-02T11:00:00,4.382,193.663,2.374,2.436,3.591,5.585,0,2.607,0.546,15.078,14.702,65.753,10679.348,2.293,16.855,41.044,14.703,73.62548657,26.37451343
2023-08-02T12:00:00,2023-08-02T12:00:00,4.262,176.523,2.279,2.463,3.376,5.551,0,2.635,0.322,16.514,14.163,66.453,10368.27,2.904,19.045,45.188,14.163,76.13688059,23.86311941
2023-08-02T13:00:00,2023-08-02T13:00:00,4.222,168.492,2.285,2.465,3.33,5.393,0,2.696,0.047,16.909,13.751,67.527,10274.157,3.922,20.39,47.908,13.751,77.69830844,22.30169156
2023-08-02T14:00:00,2023-08-02T14:00:00,4.228,167.198,2.268,2.499,3.302,5.375,0,2.984,0.03,16.937,13.959,65.94,10383.428,3.895,21.27,48.829,13.959,77.76804485,22.23195515
2023-08-02T15:00:00,2023-08-02T15:00:00,4.261,169.697,2.306,2.499,3.305,5.421,0,3.007,0.057,16.35,14.095,63.883,10465.381,3.874,21.256,48.24,14.096,77.38706366,22.61293634
2023-08-02T16:00:00,2023-08-02T16:00:00,4.35,172.171,2.336,2.431,3.245,5.319,0,2.834,0.116,13.762,13.85,63.429,10272.209,5.043,20.94,46.526,13.85,77.06042136,22.93957864
2023-08-02T17:00:00,2023-08-02T17:00:00,4.433,173.966,2.008,2.583,3.101,5.551,0,2.615,0.389,10.677,13.663,62.177,9832.908,4.389,21.387,43.469,13.664,76.08387447,23.91612553
2023-08-02T18:00:00,2023-08-02T18:00:00,4.601,195.272,1.828,2.573,3.761,5.715,0,2.419,1.403,6.53,15.126,58.984,10319.911,4.019,20.543,38.266,15.126,71.6699131,28.3300869
2023-08-02T19:00:00,2023-08-02T19:00:00,4.687,211.207,1.809,2.578,4.17,5.704,0,2.419,1.83,2.899,15.932,58.199,10737.018,4.525,20.763,35.452,15.932,68.99423945,31.00576055
2023-08-02T20:00:00,2023-08-02T20:00:00,4.718,221.024,1.866,2.509,3.803,5.686,0,2.436,1.362,0.624,15.153,55.984,10406.602,4.04,20.599,32.49,15.153,68.19469807,31.80530193
2023-08-02T21:00:00,2023-08-02T21:00:00,4.679,222.904,1.776,2.386,3.665,5.644,0,2.459,1.039,0.004,14.583,53.631,10194.266,3.468,21.198,31.735,14.583,68.51547994,31.48452006
2023-08-02T22:00:00,2023-08-02T22:00:00,4.586,222.21,1.594,2.395,3.674,5.513,0,2.456,0.43,0,13.668,51.233,9974.095,3.379,21.5,31.86,13.667,69.98045116,30.01954884
2023-08-02T23:00:00,2023-08-02T23:00:00,4.466,208.451,1.309,2.413,3.37,5.051,0,2.449,0.189,0,12.367,47.858,9142.895,2.638,22.816,32.333,12.368,72.33171517,27.66828483
2023-08-03T00:00:00,2023-08-03T00:00:00,4.339,199.846,1.215,2.28,3.094,4.725,0,2.422,0.056,0,11.512,46.482,8548.355,2.155,23.474,32.248,11.512,73.6928702,26.3071298
2023-08-03T01:00:00,2023-08-03T01:00:00,4.285,198.818,1.213,2.214,3.068,4.612,0,2.421,0.063,0,11.377,45.866,8453.807,1.663,24.017,32.179,11.377,73.87960327,26.12039673
2023-08-03T02:00:00,2023-08-03T02:00:00,4.261,196.328,1.212,2.212,3.032,4.675,0,2.425,0.002,0,11.346,46.063,8453.695,1.24,25.011,32.724,11.346,74.25459496,25.74540504
2023-08-03T03:00:00,2023-08-03T03:00:00,4.261,193.184,1.206,2.207,3.019,4.624,0,2.442,0.015,0,11.307,46.029,8434.898,1.098,25.821,33.387,11.306,74.70297362,25.29702638
2023-08-03T04:00:00,2023-08-03T04:00:00,4.297,192.465,1.207,2.164,3.045,4.659,0,2.472,0.008,0,11.392,46.348,8517.072,0.835,26.584,33.88,11.391,74.83819664,25.16180336
2023-08-03T05:00:00,2023-08-03T05:00:00,4.333,194.326,1.25,2.205,3.212,4.812,0,2.472,0.027,0.031,11.774,48.35,8813.888,0.927,27.039,34.535,11.773,74.576747,25.423253
2023-08-03T06:00:00,2023-08-03T06:00:00,4.469,186.96,1.301,2.321,3.359,4.851,0,2.469,0.254,1.098,12.234,51.839,9030.502,0.976,28.132,36.996,12.234,75.14929921,24.85070079
2023-08-03T07:00:00,2023-08-03T07:00:00,4.562,175.709,1.339,2.269,3.666,5.108,0,2.466,1.48,4.872,14.058,55.756,9527.472,0.827,28.457,40.987,14.059,74.45954293,25.54045707
2023-08-03T08:00:00,2023-08-03T08:00:00,4.564,158.571,1.553,2.354,3.395,5.297,0,2.472,1.403,10.166,14.12,59.142,9527.23,0.652,28.962,46.698,14.12,76.78318919,23.21681081
2023-08-03T09:00:00,2023-08-03T09:00:00,4.495,147.615,1.715,2.397,3.315,5.387,0,2.47,1.275,15.171,14.162,60.974,9626.671,0.768,28.916,51.747,14.162,78.51279795,21.48720205
2023-08-03T10:00:00,2023-08-03T10:00:00,4.41,143.355,1.804,2.414,3.392,5.664,0,2.485,0.617,18.984,13.963,62.446,9962.054,1.71,28.587,56.105,13.962,80.07335836,19.92664164
2023-08-03T11:00:00,2023-08-03T11:00:00,4.326,132.14,1.766,2.383,3.136,5.623,0,2.466,0.186,22.261,13.178,65.763,9600.986,2.546,28.559,60.075,13.177,82.01141266,17.98858734
2023-08-03T12:00:00,2023-08-03T12:00:00,4.245,129.08,1.962,2.392,3.211,5.317,0,2.457,0.114,24.458,13.06,66.759,9664.224,2.935,28.502,62.532,13.061,82.72194515,17.27805485
2023-08-03T13:00:00,2023-08-03T13:00:00,4.228,123.695,2.044,2.328,2.863,5.288,0,2.528,0.003,25.733,12.727,66.715,9389.998,3.379,28.253,63.921,12.726,83.39661043,16.60338957
2023-08-03T14:00:00,2023-08-03T14:00:00,4.257,122.23,2.007,2.411,2.835,5.111,0,2.689,0.012,25.5,12.654,65.711,9329.044,3.771,28.536,64.475,12.654,83.59371961,16.40628039
2023-08-03T15:00:00,2023-08-03T15:00:00,4.258,128.574,2.203,2.385,2.808,5.282,0,2.906,0.005,24.139,13.204,64.653,9689.891,3.923,28.187,62.892,13.204,82.64823381,17.35176619
2023-08-03T16:00:00,2023-08-03T16:00:00,4.335,140.548,2.465,2.411,2.907,5.362,0,2.926,0.002,21.341,13.663,63.335,10074.779,3.43,27.196,58.713,13.662,81.12331606,18.87668394
2023-08-03T17:00:00,2023-08-03T17:00:00,4.406,162.084,2.852,2.53,3.137,5.543,0,2.929,0.215,15.842,14.676,62.684,10753.178,3.049,26.446,52.273,14.676,78.07883613,21.92116387
2023-08-03T18:00:00,2023-08-03T18:00:00,4.518,200.107,3.051,2.529,3.826,6.121,0,2.969,0.483,9.148,16.449,61.163,12033.593,3.169,24.683,44.047,16.45,72.80856902,27.19143098
2023-08-03T19:00:00,2023-08-03T19:00:00,4.638,223.711,3.032,2.528,4.062,6.192,0,2.753,0.641,3.782,16.68,59.731,12186.396,3.586,23.592,38.126,16.68,69.56537605,30.43462395
2023-08-03T20:00:00,2023-08-03T20:00:00,4.722,249.744,3.129,2.574,4.08,6.549,0,2.501,0.619,0.659,16.878,56.238,12332.767,3.494,21.233,32.682,16.878,65.94430993,34.05569007
2023-08-03T21:00:00,2023-08-03T21:00:00,4.722,267.152,3.181,2.676,4.085,6.558,0,2.498,0.94,0.005,17.262,53.624,12385.181,3.039,18.824,29.266,17.262,62.89975928,37.10024072
2023-08-03T22:00:00,2023-08-03T22:00:00,4.683,280.136,3.106,2.665,4.058,6.235,0,2.491,0.942,0,16.831,50.707,12106.41,2.745,16.599,26.692,16.832,61.32708391,38.67291609
2023-08-03T23:00:00,2023-08-03T23:00:00,4.553,300.327,3.001,2.533,4.192,6.055,0,2.488,0.499,0,16.235,48.145,12063.047,2.337,14.898,24.321,16.235,59.96893185,40.03106815
2023-08-04T00:00:00,2023-08-04T00:00:00,4.355,313.425,2.432,2.512,4.44,5.788,0,2.446,0.189,0,15.295,46.726,11634.998,2.33,13.14,22.337,15.295,59.35639881,40.64360119
2023-08-04T01:00:00,2023-08-04T01:00:00,4.29,326.097,2.181,2.453,4.521,5.652,0,2.447,0.096,0,14.898,45.616,11435.323,2.486,11.515,20.744,14.897,58.2026318,41.7973682
2023-08-04T02:00:00,2023-08-04T02:00:00,4.284,337.92,1.886,2.584,4.562,5.51,0,2.451,0.086,0,14.495,44.871,11152.95,2.395,9.877,19.14,14.495,56.90500966,43.09499034
2023-08-04T03:00:00,2023-08-04T03:00:00,4.287,345.665,1.746,2.505,4.554,5.418,0,2.449,0.086,0,14.253,45.475,10972.879,2.899,8.473,18.164,14.253,56.03232872,43.96767128
2023-08-04T04:00:00,2023-08-04T04:00:00,4.3,369.347,1.79,2.444,4.631,5.7,0,2.447,0.121,0,14.691,45.265,11243.206,2.369,7.194,16.307,14.689,52.6100142,47.3899858
2023-08-04T05:00:00,2023-08-04T05:00:00,4.344,375.409,1.815,2.467,4.676,6.654,0,2.445,0.326,0.023,15.915,47.214,11821.404,2.393,6.501,15.728,15.916,49.70294527,50.29705473
2023-08-04T06:00:00,2023-08-04T06:00:00,4.546,365.616,1.952,2.525,5.227,8.106,0,2.433,1.959,0.735,19.677,50.704,13295.35,2.344,6.073,16.223,19.677,45.18941504,54.81058496
2023-08-04T07:00:00,2023-08-04T07:00:00,4.641,347.2,2.061,2.544,5.436,8.588,0,2.416,2.5,3.295,21.002,54.889,13847.247,2.447,5.282,18.209,21.001,46.43968375,53.56031625
2023-08-04T08:00:00,2023-08-04T08:00:00,4.646,317.864,1.947,2.615,5.361,8.61,0,2.419,2.041,7.785,20.378,58.028,13685.046,2.445,4.5,21.991,20.378,51.90351436,48.09648564
2023-08-04T09:00:00,2023-08-04T09:00:00,4.578,276.663,1.484,2.622,5.082,8.292,0,2.417,1.287,13.216,18.562,60.467,12814.994,2.587,4.21,27.213,18.562,59.44948116,40.55051884
2023-08-04T10:00:00,2023-08-04T10:00:00,4.497,245.392,1.645,2.524,4.583,7.103,0,2.461,0.395,18.298,16.187,63.467,11846.714,2.412,4.32,32.051,16.187,66.44346781,33.55653219
2023-08-04T11:00:00,2023-08-04T11:00:00,4.439,222.858,1.677,2.62,4.38,6.476,0,2.46,0.289,21.944,15.282,65.036,11315.818,2.309,4.404,35.716,15.282,70.03411899,29.96588101
2023-08-04T12:00:00,2023-08-04T12:00:00,4.354,218.129,1.922,2.624,4.41,6.076,0,2.465,0.282,23.723,15.155,64.13,11347.467,1.836,4.717,37.254,15.155,71.0832109,28.9167891
2023-08-04T13:00:00,2023-08-04T13:00:00,4.319,213.382,2.148,2.623,4.306,6.063,0,2.473,0.193,24.787,15.183,64.104,11431.725,1.926,5.127,38.782,15.183,71.86509775,28.13490225
2023-08-04T14:00:00,2023-08-04T14:00:00,4.304,209.743,2.181,2.618,4.206,5.865,0,2.469,0.126,24.822,14.847,63.607,11239.436,2.216,5.254,39.214,14.847,72.53657905,27.46342095
2023-08-04T15:00:00,2023-08-04T15:00:00,4.315,213.262,2.264,2.727,4.052,5.647,0,2.471,0.206,22.497,14.641,62.358,11030.573,2.467,5.636,37.642,14.64,71.99801079,28.00198921
2023-08-04T16:00:00,2023-08-04T16:00:00,4.369,237.735,2.35,2.687,4.295,5.716,0,2.473,0.277,18.09,15.111,58.874,11404.993,2.565,5.683,33.394,15.111,68.84651067,31.15348933
2023-08-04T17:00:00,2023-08-04T17:00:00,4.457,283.417,2.609,2.692,5.038,6.975,0,2.476,0.507,13.185,17.605,57.92,13107.249,2.834,5.471,28.639,17.605,61.93019635,38.06980365
2023-08-04T18:00:00,2023-08-04T18:00:00,4.578,329.934,3.042,2.7,5.346,8.573,0,2.478,1.236,7.898,20.674,56.077,14673.629,2.603,5.338,23.117,20.675,52.78818049,47.21181951
2023-08-04T19:00:00,2023-08-04T19:00:00,4.712,379.91,3.466,2.652,5.542,9.2,0,2.495,1.97,3.391,22.672,53.788,15612.816,2.314,4.404,17.473,22.673,43.52363872,56.47636128
2023-08-04T20:00:00,2023-08-04T20:00:00,4.782,418.628,3.636,2.755,5.532,9.39,0,2.492,2.446,0.678,23.496,51.344,15844.084,1.876,3.223,13.314,23.496,36.16951915,63.83048085
2023-08-04T21:00:00,2023-08-04T21:00:00,4.758,434.634,3.568,2.755,5.568,9.43,0,2.497,2.542,0.005,23.605,49.474,15855.489,1.689,2.615,11.822,23.605,33.37002851,66.62997149
2023-08-04T22:00:00,2023-08-04T22:00:00,4.657,437.165,3.069,2.713,5.288,9.354,0,2.509,2.064,0,22.284,47.003,15100.001,1.387,2.487,11.244,22.284,33.53614889,66.46385111
2023-08-04T23:00:00,2023-08-04T23:00:00,4.542,447.436,2.893,2.563,5.013,9.023,0,2.503,0.886,0,20.318,45.228,14462.889,1.172,2.865,11.142,20.318,35.41640178,64.58359822
2023-08-05T00:00:00,2023-08-05T00:00:00,4.436,442.181,2.412,2.574,4.839,7.498,0,2.483,0.775,0,18.007,43.518,13013.35,1.222,2.976,11.208,18.007,38.36385418,61.63614582
2023-08-05T01:00:00,2023-08-05T01:00:00,4.403,439.06,1.705,2.616,4.82,6.794,0,2.486,0.373,0,16.179,42.583,12015.936,0.992,3.264,11.275,16.178,41.07019269,58.92980731
2023-08-05T02:00:00,2023-08-05T02:00:00,4.388,441.406,1.575,2.617,4.672,6.703,0,2.473,0.29,0,15.713,41.447,11685.734,0.809,3.072,10.886,15.713,40.92635061,59.07364939
2023-08-05T03:00:00,2023-08-05T03:00:00,4.373,437.853,1.323,2.598,4.537,6.908,0,2.473,0.228,0,15.469,41.348,11436.336,0.809,2.914,10.694,15.469,40.87451745,59.12548255
2023-08-05T04:00:00,2023-08-05T04:00:00,4.378,437.306,1.326,2.569,4.367,6.828,0,2.476,0.097,0,15.094,41.76,11218.42,0.662,3.03,10.639,15.094,41.34379979,58.65620021
2023-08-05T05:00:00,2023-08-05T05:00:00,4.41,440.58,1.331,2.629,4.426,6.73,0,2.473,0.075,0.029,15.035,42.093,11230.43,0.527,2.977,10.572,15.035,41.28558597,58.71441403
2023-08-05T06:00:00,2023-08-05T06:00:00,4.511,435.801,1.341,2.699,4.574,6.906,0,2.474,0.195,0.94,15.49,42.948,11492.623,0.455,2.315,10.92,15.49,41.34797425,58.65202575
2023-08-05T07:00:00,2023-08-05T07:00:00,4.56,394.947,1.356,2.617,4.61,6.891,0,2.437,0.312,4.428,15.606,45.395,11479.235,0.395,1.509,13.509,15.606,46.39876352,53.60123648
2023-08-05T08:00:00,2023-08-05T08:00:00,4.518,331.502,1.377,2.554,4.332,6.314,0,2.436,0.155,10.171,14.615,49.289,10886.097,0.359,0.919,18.521,14.614,55.89557869,44.10442131
2023-08-05T09:00:00,2023-08-05T09:00:00,4.493,266.303,1.381,2.635,3.71,6.024,0,2.436,0.087,16.411,13.638,51.886,10063.487,0.245,0.782,24.566,13.638,64.30216731,35.69783269
2023-08-05T10:00:00,2023-08-05T10:00:00,4.461,229.927,1.381,2.7,3.581,5.705,0,2.43,0.094,21.405,13.19,53.758,9743.132,0.294,0.869,29.729,13.191,69.26607642,30.73392358
2023-08-05T11:00:00,2023-08-05T11:00:00,4.431,205.55,1.369,2.77,3.493,5.271,0,2.432,0.057,25.211,12.622,56.363,9405.781,0.328,1.123,33.863,12.622,72.847155,27.152845
2023-08-05T12:00:00,2023-08-05T12:00:00,4.368,196.524,1.371,2.732,3.445,5.177,0,2.439,0.027,26.772,12.459,56.546,9301.346,0.392,1.372,35.636,12.459,74.09502027,25.90497973
2023-08-05T13:00:00,2023-08-05T13:00:00,4.348,198.738,1.393,2.772,3.442,5.244,0,2.417,0.021,25.566,12.516,54.362,9320.498,0.586,1.845,35.117,12.517,73.72255112,26.27744888
2023-08-05T14:00:00,2023-08-05T14:00:00,4.342,208.897,1.425,2.581,3.472,5.401,0,2.418,0.01,22.902,12.726,52.464,9469.206,0.804,2.656,33.285,12.726,72.34139662,27.65860338
2023-08-05T15:00:00,2023-08-05T15:00:00,4.362,226.368,1.402,2.622,3.569,5.841,0,2.411,0.039,19.404,13.263,51.221,9787.348,1.059,3.018,30.465,13.262,69.67091271,30.32908729
2023-08-05T16:00:00,2023-08-05T16:00:00,4.409,249.521,1.406,2.687,3.57,6.03,0,2.427,0.211,15.304,13.644,49.921,9921.706,1.193,2.935,26.528,13.644,66.03604501,33.96395499
2023-08-05T17:00:00,2023-08-05T17:00:00,4.468,300.051,1.465,2.693,4.316,7.222,0,2.426,0.344,10.694,15.773,49.805,11420.602,1.198,3.139,22.192,15.773,58.45383906,41.54616094
2023-08-05T18:00:00,2023-08-05T18:00:00,4.586,335.721,1.52,2.704,4.685,7.671,0,2.421,1.045,6.075,17.342,49.494,12102.314,1.229,3.825,18.419,17.342,51.50583037,48.49416963
2023-08-05T19:00:00,2023-08-05T19:00:00,4.698,360.67,1.629,2.574,4.722,7.906,0,2.419,2.033,2.504,18.709,47.944,12358.89,0.587,4.815,15.178,18.709,44.79003748,55.20996252
2023-08-05T20:00:00,2023-08-05T20:00:00,4.764,370.532,1.618,2.606,4.8,7.948,0,2.419,2.868,0.431,19.652,45.57,12454.428,0.32,5.44,13.561,19.653,40.82916842,59.17083158
2023-08-05T21:00:00,2023-08-05T21:00:00,4.743,378.672,1.56,2.567,4.803,7.885,0,2.455,2.179,0.003,18.881,44.56,12433.244,0.494,5.776,13.583,18.882,41.83890343,58.16109657
2023-08-05T22:00:00,2023-08-05T22:00:00,4.669,372.918,1.497,2.615,4.52,7.345,0,2.479,1.429,0,17.269,43.453,11817.931,0.702,6.291,14.277,17.27,45.25628427,54.74371573
2023-08-05T23:00:00,2023-08-05T23:00:00,4.561,391.582,1.466,2.547,4.403,5.983,0,2.604,0.605,0,15.06,40.901,11129.746,0.747,5.943,13.798,15.061,47.81177449,52.18822551
2023-08-06T00:00:00,2023-08-06T00:00:00,4.467,394.843,1.328,2.724,4.202,5.562,0,2.668,0.594,0,14.355,38.774,10669.9,0.549,5.534,13.274,14.354,48.04546113,51.95453887
2023-08-06T01:00:00,2023-08-06T01:00:00,4.442,402.98,1.33,2.677,3.978,4.694,0,2.679,0.807,0,13.487,37.847,9979.331,0.335,4.797,12.251,13.488,47.59703174,52.40296826
2023-08-06T02:00:00,2023-08-06T02:00:00,4.407,418.828,1.329,2.746,4.161,4.437,0,2.673,0.284,0,12.885,37.978,10028.555,0.421,4.564,12.138,12.884,48.50931181,51.49068819
2023-08-06T03:00:00,2023-08-06T03:00:00,4.387,429.804,1.304,2.605,4.208,4.396,0,2.676,0.192,0,12.776,37.333,10040.326,0.41,4.288,11.69,12.776,47.78059348,52.21940652
2023-08-06T04:00:00,2023-08-06T04:00:00,4.38,436.287,1.301,2.69,4.315,4.371,0,2.68,0.179,0,12.846,37.299,10144.318,0.305,4.14,11.515,12.846,47.26817454,52.73182546
2023-08-06T05:00:00,2023-08-06T05:00:00,4.408,432.139,1.297,2.646,4.281,4.417,0,2.678,0.232,0.011,12.905,37.633,10127.411,0.278,4.282,11.625,12.905,47.39094986,52.60905014
2023-08-06T06:00:00,2023-08-06T06:00:00,4.463,415.547,1.316,2.594,4.393,4.316,0,2.679,0.357,0.608,13.06,38.333,10210.088,0.275,4.709,12.649,13.061,49.19875535,50.80124465
2023-08-06T07:00:00,2023-08-06T07:00:00,4.465,370.138,1.158,2.583,4.1,4.324,0,2.678,0.461,2.946,12.721,40.607,9766.208,0.213,4.594,14.801,12.721,53.77879515,46.22120485
2023-08-06T08:00:00,2023-08-06T08:00:00,4.487,321.357,1.187,2.55,3.686,4.38,0,2.675,0.308,6.529,12.237,43.127,9372.788,0.178,4.301,18.045,12.236,59.59182326,40.40817674
2023-08-06T09:00:00,2023-08-06T09:00:00,4.463,271.607,1.192,2.666,3.495,4.37,0,2.684,0.345,10.882,12.086,46.558,9178.062,0.239,4.57,22.82,12.086,65.37558013,34.62441987
2023-08-06T10:00:00,2023-08-06T10:00:00,4.424,240.666,1.196,2.571,3.495,4.399,0,2.695,0.042,14.611,11.828,50.027,9214.94,0.312,5.651,27.569,11.827,69.9791857,30.0208143
2023-08-06T11:00:00,2023-08-06T11:00:00,4.394,218.766,1.216,2.566,3.649,4.46,0,2.694,0.014,17.862,12.033,53.055,9425.806,0.467,6.845,32.134,12.033,72.75567732,27.24432268
